pollutant_name,veh_type,total_daily_tons,vmt
Atmospheric CO2,heavy,2695.063875169696,1405115.691841474
Atmospheric CO2,light,15849.400619422704,39320374.48254849
Atmospheric CO2,medium,1953.684424034581,1937670.5632956964
Atmospheric CO2,transit,236.66318666341317,127920.99665306672
CO,heavy,4.103027136598044,1405115.691841474
CO,light,117.72910772544404,39320374.48254849
CO,medium,5.908785320745266,1937670.5632956964
CO,transit,1.0566103042952737,127920.99665306672
CO2 Equivalent,heavy,2783.739299090794,1405115.691841474
CO2 Equivalent,light,15919.22880987781,39320374.48254849
CO2 Equivalent,medium,2014.4927805787504,1937670.5632956964
CO2 Equivalent,transit,250.7588406185157,127920.99665306672
Composite NonECPM,heavy,0.0477551076075943,1405115.691841474
Composite NonECPM,light,0.1042284542826199,39320374.48254849
Composite NonECPM,medium,0.0248598572601023,1937670.5632956964
Composite NonECPM,transit,0.0016643656985248,127920.99665306672
Elemental Carbon,heavy,0.1554357554984654,1405115.691841474
Elemental Carbon,light,0.1031602413876697,39320374.48254849
Elemental Carbon,medium,0.0428072117843048,1937670.5632956964
Elemental Carbon,transit,0.0015190653337733,127920.99665306672
H20 Aerosol,heavy,0.0,1405115.691841474
H20 Aerosol,light,0.0,39320374.48254849
H20 Aerosol,medium,0.0,1937670.5632956964
H20 Aerosol,transit,0.0,127920.99665306672
Methane,heavy,0.1770540475592705,1405115.691841474
Methane,light,0.4889845483739189,39320374.48254849
Methane,medium,0.5608818937205711,1937670.5632956964
Methane,transit,0.3171688403942225,127920.99665306672
N20,heavy,0.2827129118067557,1405115.691841474
N20,light,0.1933010621859469,39320374.48254849
N20,medium,0.157001167071019,1937670.5632956964
N20,transit,0.020692730976115,127920.99665306672
NOx,heavy,9.39696325173572,1405115.691841474
NOx,light,9.784100857943145,39320374.48254849
NOx,medium,2.8553176850671846,1937670.5632956964
NOx,transit,0.4266011751119669,127920.99665306672
Non-methane HCs,heavy,0.2708363691146439,1405115.691841474
Non-methane HCs,light,2.099607072342644,39320374.48254849
Non-methane HCs,medium,0.2610527469673256,1937670.5632956964
Non-methane HCs,transit,0.0284219986513066,127920.99665306672
PM10 Brakewear,heavy,0.2262880937999555,1405115.691841474
PM10 Brakewear,light,1.5810473349804302,39320374.48254849
PM10 Brakewear,medium,0.178317811258606,1937670.5632956964
PM10 Brakewear,transit,0.0235570527668368,127920.99665306672
PM10 Exhaust,heavy,0.2208631470053878,1405115.691841474
PM10 Exhaust,light,0.2298639674456206,39320374.48254849
PM10 Exhaust,medium,0.0739363419445503,1937670.5632956964
PM10 Exhaust,transit,0.0034956142442174,127920.99665306672
PM10 Tirewear,heavy,0.049142732995904,1405115.691841474
PM10 Tirewear,light,0.4481821519226852,39320374.48254849
PM10 Tirewear,medium,0.0343588680981498,1937670.5632956964
PM10 Tirewear,transit,0.0029310809907058,127920.99665306672
PM10 Total,heavy,0.4962939738012475,4215347.075524422
PM10 Total,light,2.2590934543487364,117961123.44764546
PM10 Total,medium,0.2866130213013062,5813011.68988709
PM10 Total,transit,0.0299837480017601,383762.9899592002
PM25 Brakewear,heavy,0.0282860136032573,1405115.691841474
PM25 Brakewear,light,0.197630930798684,39320374.48254849
PM25 Brakewear,medium,0.0222897066990337,1937670.5632956964
PM25 Brakewear,transit,0.0029446304163106,127920.99665306672
PM25 Exhaust,heavy,0.2031910613099635,1405115.691841474
PM25 Exhaust,light,0.2073887060296186,39320374.48254849
PM25 Exhaust,medium,0.0676670618294782,1937670.5632956964
PM25 Exhaust,transit,0.0031834313096365,127920.99665306672
PM25 Tirewear,heavy,0.0073713748430071,1405115.691841474
PM25 Tirewear,light,0.0672269885898144,39320374.48254849
PM25 Tirewear,medium,0.0051537994894571,1937670.5632956964
PM25 Tirewear,transit,0.000439659707448,127920.99665306672
PM25 Total,heavy,0.238848449756228,4215347.075524422
PM25 Total,light,0.472246625418117,117961123.44764546
PM25 Total,medium,0.095110568017969,5813011.68988709
PM25 Total,transit,0.0065677214333952,383762.9899592002
Sulfate Particulate,heavy,0.0095582231632194,1405115.691841474
Sulfate Particulate,light,0.00683418375033,39320374.48254849
Sulfate Particulate,medium,0.0046885027456037,1937670.5632956964
Sulfate Particulate,transit,0.0004111484526333,127920.99665306672
Total Energy,heavy,36392755.402030766,1405115.691841474
Total Energy,light,219574065.84445524,39320374.48254849
Total Energy,medium,26659816.09325593,1937670.5632956964
Total Energy,transit,3306415.852052995,127920.99665306672
Total Gaseous HCs,heavy,0.447890382264721,1405115.691841474
Total Gaseous HCs,light,2.5887096637540314,39320374.48254849
Total Gaseous HCs,medium,0.8219423856463781,1937670.5632956964
Total Gaseous HCs,transit,0.345590485653353,127920.99665306672
VOCs,heavy,0.3028426921074835,1405115.691841474
VOCs,light,2.176806580321342,39320374.48254849
VOCs,medium,0.2749659429552571,1937670.5632956964
VOCs,transit,0.0285846937657498,127920.99665306672
